True_index,Predicted_Sales
1677,0.0
1691,5947.873931953999
1704,1887.0462281136527
1707,11168.94796144454
1718,5559.70399061395
1721,6118.471224852228
1733,0.0
1737,8105.483977532917
1748,4896.545353751145
1776,5800.380522499478
1804,7018.986570733984
1821,8188.974939271968
1839,4450.514063162
1845,6938.931709192913
1853,5806.29873544636
1888,4563.481174432755
1895,5632.502131372675
1899,7127.562466950952
1923,3475.1090218815093
1934,9267.016263086229
1937,9589.15399245979
1940,5501.160696721788
1953,0.0
1968,3284.8893054264095
1975,0.0
1981,6965.211404953575
1984,5647.449772479793
1997,10394.576016227666
2024,9568.647299146302
2032,9155.761175079882
2036,13653.8019604322
2051,3445.409526877484
2061,0.0
2082,5556.092250760966
2093,0.0
2096,6765.454091840261
2107,5604.506884249659
2115,5634.074171732958
2117,3740.8371750751726
2137,2737.2026237333525
2156,7796.468869113851
2160,0.0
2186,8892.758060018814
2188,8090.1551367473985
2204,8205.2686289538
2217,6014.4405994848385
2224,4904.973404311048
2228,10478.86576823872
2233,11219.57816345625
2246,3554.9507055239987
2254,12739.052584845604
2275,8278.617376258033
2281,6697.450786512756
2287,10327.185952269378
2300,8629.456610548978
2305,9140.984649423415
2306,5105.344006596406
2313,3712.8119771737556
2315,5923.457956297279
2320,3969.7564536193463
2322,5106.211299236943
2324,3988.2350330109275
2328,8992.15083322492
2335,6177.053137482883
2340,2955.4500767445843
2352,0.0
2381,6827.008848902609
2383,5422.268428429036
2408,3807.301854386715
2422,5803.945207827031
2424,3721.212040414235
2425,0.0
2428,3997.71051541419
2435,5144.568465570866
2456,7391.008027012264
2471,0.0
2474,4961.539805240058
2493,4945.695212992789
2495,7696.056521722225
2501,0.0
2511,3400.9750075749303
2519,3246.719458763097
2522,8618.273812762496
2526,5484.7855842980625
2527,11533.000464690096
2539,6877.782254933101
2550,7349.2568426238195
2562,0.0
2572,7414.493453502876
2573,6274.11030508029
2576,8843.710215854248
2579,4622.694246431549
2580,5396.041503520345
2594,5385.21429805734
2600,9000.485692003065
2602,10296.241049092232
2621,0.0
2641,0.0
2651,7256.934418547697
2669,6621.761547670688
2686,9546.136874573805
2694,6059.725525539053
2699,5154.043415951812
2700,5287.3050676098155
2747,7470.401531100638
2759,7804.079110692571
2763,7104.116494809122
2794,0.0
2797,0.0
2812,12338.079095284298
2815,6161.352887521862
2824,0.0
2829,6920.159500058811
2830,8674.94603039573
2852,5835.231351984843
2855,9646.891149955407
2858,0.0
2870,8592.668700063437
2881,6036.42547996075
2884,4016.381726902125
2887,6767.26374906887
2890,9211.046904822499
2897,14818.09083296478
2909,4175.0175439269315
2917,9514.596026664156
2929,3812.2926864801084
2937,6519.128494380378
2962,8354.411093919418
2985,7251.51384159879
2997,8279.774360045227
3007,4345.555467559488
3015,6466.698843565812
3020,3526.918000640745
3030,6144.502104405532
3035,6320.933228496877
3048,6377.145649781808
3075,7492.671918424325
3079,6094.075301269359
3087,4888.059868775341
3091,8522.96692986526
3103,7682.023691987359
3107,6475.327559070835
3120,0.0
3126,8581.549852812059
3127,14417.864908840958
3131,5997.317717062531
3142,7874.965791703707
3143,0.0
3146,5805.532478437133
3157,7297.126351318053
3162,6670.033920076639
3165,8193.611996236748
3168,0.0
3170,0.0
3172,6318.272767383621
3175,4723.841547808879
3179,5139.812888074667
3188,7884.643582598228
3194,0.0
3200,5477.188969433244
3209,4537.775340758588
3231,12055.977446392999
3235,3775.2784095218663
3238,7368.9554487781015
3276,10197.745814777136
3283,0.0
3286,5186.944604258503
3306,0.0
3328,10509.293775183802
3340,7997.522422826241
3347,0.0
3351,5858.231519726901
3357,7532.446402741501
3364,4688.397290450708
3374,6944.688076886941
3402,9018.684492536979
3407,0.0
3420,7293.231448013741
3434,5834.06795974619
3436,4571.786650369534
3442,8004.439316644405
3448,5529.111138861472
3456,4506.063895059925
3467,5295.522705223044
3473,5043.178791975005
3486,6343.278153937223
3496,4158.243994949081
3509,6123.47958328069
3517,5967.395155206549
3519,7927.528452136084
3521,4858.447166895074
3534,1975.8418668835327
3539,3464.794158103542
3551,10742.623953412933
3556,3758.3299962229767
3559,9862.302928379853
3573,7188.9210545114
3600,7091.503245258355
3602,2080.1238888975295
3617,4711.424325100833
3635,8223.251870615879
3641,7074.325486022106
3648,7638.520673239204
3676,0.0
3694,0.0
3707,6885.947327581336
3708,3829.4016536263875
3716,9935.1966277085
3734,0.0
3738,8333.69801178145
3744,8294.999461011725
3746,7906.017964425764
3749,11759.888767911067
3777,4471.268304142408
3794,11190.819282040959
3804,3786.350857728788
3813,22080.472950591295
3828,5771.9125945155265
3840,9260.250767176722
3843,5965.440388277149
3844,0.0
3856,7823.969022465307
3864,5426.600324930106
3865,4731.931583951744
3891,5425.279845733367
3893,5650.160543145898
3896,4904.71726284974
3910,5793.353008506205
3920,6893.706438570279
3922,6048.15400109689
3929,0.0
3931,0.0
3932,3282.259249340585
3941,4298.5382938795465
3946,3865.0846805774336
3966,4834.751357677256
3975,7852.8605776525765
3977,0.0
3986,4215.287255027637
3989,22614.97831263329
3993,5948.87173209911
3996,4470.101979497427
4016,28800.723811178595
4020,7274.4913183119115
4023,0.0
4031,8302.640504494779
4040,7644.703451676854
4041,0.0
4042,0.0
4052,5220.651098222905
4067,0.0
4071,10428.48474340172
4104,5934.166911207549
4110,2595.6931257985398
4122,8983.497593937474
4127,7755.8895509332615
4129,7386.547409289691
4130,0.0
4162,3922.4538604738327
4180,4501.078692587099
4181,7057.124916124766
4190,4310.685916385336
4195,0.0
4196,4101.418986618956
4215,4266.339839369652
4233,0.0
4236,0.0
4240,4174.753060943578
4258,4614.679155802395
4264,4972.04607864563
4268,9435.475753879238
4269,7476.266625319102
4286,7456.788186844818
4300,8645.484533834995
4303,0.0
4320,12788.64376559524
4323,7038.795586801539
4327,13030.597704550522
4339,4187.586939590572
4354,5907.506479854097
4366,4405.585779147326
4371,5735.705012396896
4388,7251.409263555861
4422,6203.844348254737
4433,0.0
4434,7201.565062818236
4436,9533.67612315027
4452,10715.446775461487
4474,4891.551567735781
4482,4013.1599448738907
4495,0.0
4521,9136.164960323891
4552,3685.2602043457505
4555,8434.203185064349
4556,5616.066208403958
4560,7578.884001336354
4577,7085.311742270337
4586,3743.447101870058
4589,5742.876821467732
4618,0.0
4620,6592.979136604969
4642,5609.517144871372
4654,6411.546627833688
4674,10292.645743087185
4684,3493.9398721969987
4710,7761.668042569219
4711,6384.560761223118
4717,5733.143737846593
4736,4557.646260413444
4745,6184.522576785904
4747,7219.266452073532
4767,5671.921025866678
4774,9070.329761110914
4790,4668.145481215171
4792,7498.951330706694
4796,8964.957099039737
4799,9936.010496925383
4819,5805.401219364022
4828,7028.728742672377
4840,4445.858386448737
4844,7496.489494793604
4851,4996.781766949153
4870,0.0
4878,0.0
4894,4029.5995697364174
4898,0.0
4919,8997.233867704404
4923,0.0
4924,0.0
4933,4542.204569055625
4977,7232.644753992288
4987,8662.645272324029
4994,6483.65268282952
5005,5032.988925375662
5007,5711.467232459102
5009,4860.882938103475
5016,6306.263824700876
5031,0.0
5032,5777.626809236517
5049,12461.781999237633
5052,11309.854016185987
5053,6377.127678651069
5087,5458.664949986551
5101,10510.292447328435
5132,0.0
5171,5863.486241692888
5178,3945.125607924471
5189,13802.030942165726
5196,3109.9060078953225
5205,4781.318468030105
5210,9808.287854223026
5211,8590.78737765874
5234,2774.021360973576
5238,8781.844318742298
5242,9149.780796171197
5253,6040.898798788372
5262,3584.721673727585
5318,6871.011685191297
5327,0.0
5334,7521.761286261366
5366,4178.24234545858
5384,5686.665366134346
5395,0.0
5397,3816.8441416031224
5399,8571.508601007294
5419,8041.3698646714865
5431,6534.555743037094
5432,7751.957224535901
5435,6046.559575665869
5437,6208.229710605298
5481,4137.0663572881285
5482,10155.588570662205
5485,7702.576653085642
5497,4713.881717585345
5502,6054.5712038395
5513,7118.115511917903
5517,4340.233417143364
5533,5325.892383463181
5535,2477.425488482652
5539,4565.0388946833145
5561,0.0
5574,8740.13292853516
5588,0.0
5593,9179.72466542199
5607,3483.1308693345236
5647,7941.739585358081
5662,10140.166104612028
5669,3379.406953105255
5692,5930.2076388651885
5713,9301.006340312724
5720,6626.904975150265
5726,5498.3219009519935
5735,7737.159244756255
5758,4344.653304002051
5765,3790.487874557667
5793,11142.073318287219
5798,2284.7531972250476
5822,8882.17926098385
5824,6259.657218474106
5826,6998.028577552857
5829,8524.483821431118
5831,0.0
5835,6184.700717809854
5853,5710.3941266348165
5875,3150.807782116305
5879,11071.00332477341
5883,5883.760894813759
5890,5364.189291478101
5914,7153.017756895805
5921,5815.962664657556
5922,4476.638532790938
5935,4207.363828752132
5944,6105.185173776724
5950,0.0
5977,7471.152789458098
5987,0.0
5988,11252.388227036598
5994,7950.952916406612
6009,4633.3796773025615
6019,12925.59889628477
6045,8479.998865433417
6056,7399.706520882432
6073,6078.973045626676
6088,4490.7217190738
6094,7725.839730237489
6104,18221.69971340623
6118,0.0
6125,9004.95710428327
6155,0.0
6166,4415.960577550253
6171,4139.522235680585
6172,7506.169761350885
6174,0.0
6185,5615.662619775537
6191,4557.892965568693
6196,8372.106787513794
6218,12860.573314380565
6221,8474.692853220302
6226,0.0
6232,0.0
6233,5535.604449118688
6248,11253.703768333151
6253,3491.368983294424
6273,4042.748344732108
6280,2493.0305554789657
6287,6018.244016291664
6290,0.0
6299,0.0
6315,9443.89226756749
6323,6594.823902413131
6331,0.0
6333,4376.776444241163
6334,6252.633906773089
6369,2684.775620701789
6376,0.0
6382,7988.761286917959
6383,6150.435271878104
6407,9024.620553598192
6408,7476.133802575571
6412,0.0
6419,6292.7609523947385
6428,4122.294735310766
6434,7208.25661279407
6448,9096.546478733126
6451,4875.090023599164
6458,10465.898363150587
6470,7706.724537812771
6472,0.0
6480,4912.859274734008
6482,4074.29736715136
6486,7572.163238035119
6503,0.0
6507,5065.264500242427
6527,4160.841525323709
6529,5951.016103777352
6540,8008.628621220608
6550,9469.380601407795
6552,4989.066654388397
6553,7788.217276351829
6555,4262.287347253445
6588,16717.104111651508
6607,7272.354715051047
6612,2886.5363378777633
6634,6280.482335634758
6652,2417.1535373335587
6655,9039.338298249633
6661,0.0
6681,6557.4538295792745
6691,6362.750017710265
6707,3748.6927578394566
6710,7752.951602477495
6714,2920.77611439643
6720,4517.243983153732
6726,0.0
6731,14465.041629642668
6740,0.0
6749,0.0
6768,8520.126456511718
6775,0.0
6778,6353.860443252941
6791,5531.748903888938
6829,9218.608958654388
6842,0.0
6849,4222.668489833905
6858,8251.247951424279
6863,5069.020726799752
6890,5103.019304935529
6918,6255.301752688733
6920,2312.0611835541513
6923,6982.746132986489
6932,0.0
6933,0.0
6946,5251.334518864601
6947,2693.206928257036
6973,0.0
6992,5606.616913894321
7005,8446.23336781179
7007,4710.47635339193
7027,10192.377521679427
7035,6299.78048833138
7055,4608.588090096158
7056,3569.948729624363
7095,9544.291753822095
7112,0.0
7113,5261.924095499411
7119,0.0
7122,0.0
7126,5273.009490854929
7127,2735.7023471135653
7138,29251.535622085914
7139,12642.196874457015
7162,8146.757775815235
7166,8111.013143842751
7169,7935.1367982689
7181,4392.7599199879105
7190,10886.308376065597
7199,0.0
7200,5384.032524393744
7232,6335.189896905025
7259,10246.051276769973
7263,7564.23521691353
7266,5031.945276226063
7267,6611.23289595362
7299,6859.945632843415
7301,5685.5575348050825
7302,5937.548999240203
7307,8556.274480215752
7309,7026.959762392266
7323,8553.918441362273
7325,8228.329880297571
7330,0.0
7334,6662.722307786578
7338,0.0
7342,6552.126897574353
7349,0.0
7362,8812.458710617222
7363,0.0
7394,0.0
7399,16757.572566364746
7420,6860.469957282532
7428,5435.908639159469
7434,5898.511921249141
7450,7358.744930237371
7451,8067.556210339056
7455,0.0
7492,5782.5473923311065
7507,18960.550372445276
7518,2932.15726152078
7521,5397.697368750152
7526,6180.0530803213305
7557,10654.618842570846
7560,10036.54976391574
7570,0.0
7573,6210.486206643523
7576,4813.968511448752
7594,13534.740224406109
7601,7237.48594128877
7634,8662.932225299523
7668,4859.687137237933
7670,0.0
7682,7928.437725175775
7693,0.0
7696,0.0
7711,8174.179084239628
7713,11758.986150401563
7719,7507.532935202287
7720,8118.4242882073995
7732,13913.972813618859
7734,6114.230908374375
7742,6094.375416416344
7753,4881.297605073262
7779,9917.367065129225
7793,13069.340936723904
7797,7598.537437076516
7812,3158.4274699332677
7824,15510.406617243294
7835,3006.9282230940303
7855,10686.668074725614
7862,9678.774455894367
7884,8964.59109171527
7894,0.0
7904,1969.4094154425661
7913,5392.450557073419
7920,7723.661978144557
7930,0.0
7936,4513.0324377566485
7958,4091.2186406618885
7963,0.0
7973,0.0
7979,6692.092964265268
7984,0.0
7986,3796.989338880001
7987,5811.780302125285
8006,5987.171309277483
8015,6404.540379244803
8017,7069.374743593551
8031,0.0
8037,3542.897092985329
8064,6255.364700727534
8073,4768.495736017167
8083,3658.6924485684362
8090,2216.658780450822
8094,7216.4579320797575
8113,3910.076473232439
8114,3478.381938328579
8119,0.0
8123,4004.6527960986277
8158,0.0
8161,7557.328413287159
8167,4353.141243837235
8181,6921.549974067926
8195,4969.531648119293
8207,5788.494130978991
8215,8279.90687629362
8223,5954.977602508009
8252,8982.072435884014
8255,0.0
8287,4263.873742602237
8309,5450.230121734469
8312,7935.038161586708
8319,4635.462432908891
8327,7031.593721781452
8353,0.0
8365,0.0
8378,5379.384079130918
8385,4868.903336987692
8387,9912.964329685832
8400,3456.552139755825
8402,5734.088561509205
8403,7392.525523942712
8430,0.0
8438,5595.111532527158
8439,10467.070268935748
8464,5032.671364742949
8483,0.0
8503,6008.405796852499
8504,8247.044506695322
8517,4418.702253924484
8522,11883.957722917972
8525,6062.380336126837
8544,11130.284816973488
8557,9084.83230982676
8570,5395.098735445976
8583,5483.071692189208
8590,4427.2872527283425
8592,4239.752448841209
8609,5016.534679364436
8613,8538.343415010884
8621,6363.179505530685
8626,4433.217206520863
8627,5492.769200064738
8637,2854.5758029897765
8643,10557.885493126294
8654,6519.759370441091
8668,5352.6926793973635
8713,6399.394964946086
8729,5680.881473419254
8732,6642.303797266263
8748,4264.273244777183
8758,5653.841972284569
8764,5489.03463840522
8765,0.0
8772,5111.270402550391
8776,18742.667803808497
8783,6136.951148754262
8797,0.0
8805,13155.677974426042
8817,4283.796637963168
8820,6435.006430670809
8838,10345.218059036186
8869,4245.365044334735
8871,8855.64650476485
8879,8369.16167614006
8888,3586.3017387604973
8897,7847.019084335116
8905,0.0
8907,6679.764244424165
8910,18131.162618662416
8944,4483.903728723212
8953,3668.8726948113576
8989,5138.201758425777
8990,4077.3415460434476
8994,6003.093323983804
9020,7572.827283623129
9023,4484.053905183285
9024,2761.04629587315
9047,7196.974754483527
9050,10169.03624146317
9055,7608.092831527585
9064,9999.402971811234
9065,0.0
9084,8336.86154499407
9089,12706.545212739404
9103,6278.646578967182
9111,6582.813549011222
9112,13406.733866580085
9144,4780.862584584411
9145,5174.031489185741
9147,11040.328193264717
9169,0.0
9184,0.0
9190,5017.619469335723
9199,9585.742072255642
9201,5746.12427135618
9207,5671.682830458623
9220,7521.303347040574
9236,7650.710353181553
9246,0.0
9252,7750.039988170983
9286,5555.721631334813
9316,4327.059170584193
9319,2410.0849158458077
9325,8039.750663580993
9341,5988.0863422769735
9343,0.0
9348,7648.199673358156
9383,11115.448735552733
9395,10498.509951980703
9403,0.0
9408,15775.880180489403
9410,7124.520712301418
9416,0.0
9423,5662.725918525807
9444,0.0
9476,6290.682596560012
9482,4389.790670508224
9489,11701.783099241622
9506,5010.923913274303
9512,5494.530268921931
9522,7177.775377974977
9566,6146.265335182975
9577,0.0
9580,3755.532783266058
9592,3873.513463032368
9601,9478.199381508328
9607,12160.980794567833
9619,9963.881626508144
9627,12394.437202628013
9628,8986.277695044035
9638,4315.152771152699
9641,4785.388393211666
9652,7695.041192802998
9653,4385.327758691218
9658,7509.093161319443
9682,0.0
9694,7674.657369253246
9702,0.0
9705,5586.997045894971
9727,0.0
9740,4734.137536569218
9750,9048.277910753588
9756,0.0
9767,9608.153399404417
9784,6331.6339077344255
9785,4824.47303314089
9787,5443.357590073516
9791,5548.812193767491
9802,10061.263532433903
9809,7571.430487409715
9810,0.0
9811,5890.993139448781
9824,4894.409581151701
9826,5154.996997275977
9835,8346.878935678244
9857,10776.842808787864
9859,5443.093322336495
9881,6996.797827247583
9886,4135.319254324098
9897,5498.259281816332
9909,6682.697333045198
9910,5267.952527701917
9920,0.0
9931,6664.057932999876
9937,8183.401172048667
9939,6456.307822852125
9940,4223.6296914861305
9947,0.0
9949,6278.698193252893
9972,7245.450916525342
9985,9636.40181189899
9991,6674.395558989026
10006,4374.074116827577
10016,7706.858351219852
10031,0.0
10039,6510.785483279248
10046,8670.000705842163
10048,3865.717001745237
10049,0.0
10052,4394.092384317896
10064,0.0
10075,4948.25179648782
10105,9125.082780076336
10113,4892.221998671996
10118,5138.187038219346
10135,7281.787140004679
10145,0.0
10147,9745.01877039766
10151,6666.574765077639
10153,4538.225662136227
10167,3133.333425357889
10177,4555.803313004898
10208,5835.850950660939
10268,6313.974509490954
10296,1647.1715184975883
10309,2176.392364490264
10316,0.0
10317,0.0
10344,6798.781641435391
10349,6517.521474249025
10351,8132.878369353012
10353,8754.112908477677
10363,2429.1470500215164
10369,11440.674994547253
10373,7743.020325790003
10378,5936.276757978446
10388,7563.260389879268
10391,9955.347060735814
10392,0.0
10393,3900.460612746755
10402,0.0
10438,11481.308144603909
10440,19207.618275707573
10442,8567.605512140304
10463,0.0
10465,7376.111783517654
10502,8300.123906931462
10513,5803.969404345977
10526,3536.135255468799
10534,5013.45927277868
10552,0.0
10560,7330.797097410943
10568,10494.586215094278
10571,6923.347297004733
10572,0.0
10574,0.0
10577,4482.768363419385
10594,6641.211201238792
10603,3478.913574765293
10618,3279.142871119195
10625,6351.459600358306
10635,5703.817816533824
10641,11671.882308389793
10642,5865.0910986939625
10644,8850.573967226535
10653,7946.381681818063
10657,6088.105509557604
10658,4403.993113190392
10667,6443.034361007394
10677,3935.2133156421864
10687,5408.330738104123
10700,13202.951694476882
10703,7126.638239667473
10713,5718.295002922857
10720,5603.443208668657
10732,0.0
10737,0.0
10744,5272.102595671589
10761,8154.170083636707
10770,5932.711995710922
10776,4244.140982615633
10778,9650.947259452503
10779,0.0
10810,4450.792262308902
10811,2230.691547115435
10812,7049.61637605425
10831,3155.914413628293
10832,4037.7605391185234
10835,9616.568710505622
10837,0.0
10848,8475.700047362132
10851,4568.634106648527
10871,4914.3052350450735
10872,11570.770849411985
10876,7199.34478370203
10879,3240.373008868439
10887,0.0
10890,6786.899156158817
10892,5763.3311949881
10899,0.0
10917,2318.0747719705746
10922,0.0
10931,0.0
10937,6483.94436019347
10940,7099.090748267885
10948,9308.478347372265
10953,7703.363651820511
10977,5775.238147331931
10981,5879.190806947548
10988,5824.941627247856
11012,11923.112664979062
11016,9449.73057175982
11022,6353.066572179038
11037,7618.44922186893
11050,6565.949563980814
11059,7634.272546665305
11061,4847.782862646239
11066,8037.263951941512
11078,12038.471287736462
11081,11986.893674647097
11084,8688.454420970304
11085,6829.3944573244025
11089,2343.7241376533825
11090,4767.4538462657465
11092,7086.024805623097
11094,5770.371202472778
11124,5275.261924101958
11133,7954.8508909796055
11141,9116.379318860656
11171,5523.3507829992195
11195,8715.273935781528
11196,5735.663097804303
11218,0.0
11239,0.0
11242,0.0
11248,5919.99547273073
11256,7324.829126220022
11258,7509.374015832623
11283,6129.791862924331
11287,7181.809984873056
11308,6776.709113087809
11315,0.0
11316,8495.406662117923
11351,0.0
11381,5921.769442543624
11407,4371.831381076361
11411,0.0
11415,0.0
11418,0.0
11440,8441.329007519449
11443,7262.359025662296
11464,4502.412144553923
11485,4393.522636836139
11491,9655.03569827838
11501,9206.240477634079
11510,6829.187111527886
11520,4569.350887254164
11542,2690.197108788564
11550,11023.784565326036
11553,11683.629969133175
11554,3969.4732418386748
11578,0.0
11587,12522.61674686747
11594,4270.9298074999015
11624,13800.492036617905
11628,3721.660689994365
11641,4869.479691478717
11645,5256.694624751532
11649,0.0
11650,3942.421809864451
11660,0.0
11671,0.0
11673,15205.480427765444
11678,8277.098626665951
11722,3570.0935341127565
11724,6351.103643600527
11727,10381.456285791297
11728,4432.538178293108
11729,6219.112244703299
11741,5610.627083483073
11765,9813.674407012313
11770,6265.65008666046
11774,4122.024161394999
11781,11132.350440436461
11788,3873.281709963885
11805,3846.9019388757997
11813,6719.975042008368
11838,14260.17501982417
11845,7122.581104196385
11863,7914.561989345314
11874,6055.963886203583
11878,3982.918757554178
11899,4245.846148243764
11905,8356.622306065772
11925,0.0
11949,3700.0138230464645
11955,7094.738715544119
11961,8871.598254800318
11965,0.0
11999,3983.387692319012
12007,5339.640688857941
12031,19823.492512582812
12034,5433.523854745485
12060,4019.045408195358
12069,7257.54348440935
12071,9173.07415698713
12075,0.0
12081,5048.493529016712
12084,6785.80453681458
12089,0.0
12093,7433.939096776641
12104,2005.04494937106
12107,2991.974812518391
12114,6927.150027756171
12122,4728.996120772648
12124,12979.252438078258
12135,7377.595368222622
12160,4208.616002670274
12185,9876.765857279113
12199,5397.996737875797
12202,7124.420262798042
12210,6753.3066885434055
12219,5148.542093516767
12225,0.0
12226,3928.696536821245
12238,8087.931834665556
12243,3521.4936002333566
12263,6139.991636316665
12264,9457.347111181734
12272,5182.917177738029
12275,3023.2070770765945
12281,5419.879161908485
12285,4803.651206299618
12291,3305.310294147782
12301,5608.370374684886
12305,5086.144687413138
12306,9124.876829436478
12312,5910.025298885467
12313,7538.77137671872
12325,8904.395123521857
12332,6852.48683960846
12338,3897.9751156811217
12340,8452.157342331142
12346,0.0
12352,9650.022012210811
12358,10721.93962443237
12374,10246.533746591056
12413,0.0
12414,5432.844343836381
12417,6331.416388788118
12426,4953.474830471339
12438,0.0
12443,0.0
12448,5785.972524198762
12455,4767.355276866582
12464,7058.3088401800815
12484,10920.945287898609
12489,5609.026468446564
12490,0.0
12491,7766.545587920909
12496,5364.858962918924
12501,7120.534238519476
12507,6960.518413388095
12508,0.0
12516,9000.86793298606
12528,4649.5087695344455
12532,4337.241888346885
12540,6984.863418031386
12546,7811.876536943536
12549,8250.228911494982
12553,4895.102349521163
12555,0.0
12583,8873.376127659025
12586,5817.796137327924
12606,5203.962613171656
12612,0.0
12622,6079.845038041221
12625,10871.860545793861
12637,0.0
12676,0.0
12703,12261.103637103231
12751,6592.178925693851
12756,5737.455516459535
12775,5333.9512718979
12785,0.0
12797,4301.411218727848
12800,0.0
12810,3613.660812948732
12811,4885.089727076088
12814,4840.4763199525505
12846,5187.548554428951
12849,3617.7449052980332
12854,5013.710404508507
12869,9673.344206924336
12879,6079.469222564649
12885,11442.997263585508
12890,6933.616113717085
12892,0.0
12897,4622.204043720559
12901,7251.230528065443
12904,6620.101635753427
12928,4350.148352150901
12954,6390.65597341963
12963,5122.111337391672
12964,7362.785928689206
12979,0.0
12994,5088.935912496636
12999,5303.026895658934
13003,3730.91877378253
13021,0.0
13038,5866.298736430673
13042,0.0
13046,6467.393009803013
13091,6530.924593826239
13103,8010.948051206917
13108,15189.666193024877
13110,5458.911637456855
13117,27726.9918097237
13133,0.0
13141,13489.101625644631
13149,7070.091163768397
13168,12344.713918848289
13188,7530.032836867079
13193,2352.715356832032
13197,8495.009920302467
13201,4303.817518322937
13233,3459.474630888198
13240,7916.282114394073
13253,0.0
13258,5743.141775769671
13265,6766.642222395023
13271,0.0
13280,3063.635114350056
13291,12397.360813722293
13292,6917.028028722686
13294,10362.18754339267
13309,0.0
13346,2193.7570345299196
13353,10590.71908284523
13358,0.0
13374,6635.789707942378
13386,4501.720025735859
13414,3862.4604028449717
13422,0.0
13431,5367.504128938725
13452,0.0
13454,5457.469905388466
13458,3408.5008753716547
13485,10494.17945063799
13486,10223.502936308161
13517,6724.33219558763
13520,0.0
13521,12459.017480335642
13524,0.0
13535,9224.104822518762
13536,9708.38561030455
13541,9865.74755896897
13542,4058.1315637462203
13544,0.0
13564,0.0
13569,5348.434764663758
13604,6584.200798176463
13614,0.0
13624,0.0
13629,8661.036904497
13638,10636.240382386539
13642,4335.362124808694
13664,0.0
13671,7509.882451149894
13686,7205.445066611491
13687,0.0
13691,5104.730267258062
13699,0.0
13702,9705.97272101581
13708,0.0
13713,5619.753937226417
13738,6408.537772345407
13743,6950.003542817841
13777,8006.285722703839
13785,5520.208350776303
13790,4313.960552920477
13812,5421.710500390491
13827,4923.472407892038
13832,5644.441398758419
13846,7172.565944749773
